iso_a3,year,DH discipline,Data preservation and  digital curation,Digital heritage and multimedia,NLP,Other,Text analysis/mining,Textual scholarship
ALB,2019,0.3189277648925781,0.0016597557114436,0.0011065038270315999,0.0005532518262043,0.6738799826125614,0.0033195108408104004,0.000553251884412
AUS,2000,0.00041676184628156666,0.0012502855000396,0.0008335236149529333,0.00041676184628156666,0.3231070102580513,0.0025005711164945332,0.004808422488470867
AUS,2003,0.00023953337222336668,0.3149680539111917,0.00047906664743393334,0.00023953337222336668,0.0004790667056416333,0.016688535203381035,0.00023953337222336668
AUS,2005,0.003879797691479099,1.0884680366958486,0.7166733759222548,0.07464576429920249,0.0077595949405798595,1.798021819884888,1.1105516695766704
AUS,2006,0.337293560616672,0.2916537243872879,0.0626546667190266,0.0015043480671009999,0.0030086954357100007,0.8616645764559503,0.44222044467460364
AUS,2007,0.3859521150588989,0.0715853543952106,0.32528550771530707,0.2124060988426208,0.0010602144757284,0.0031806437182237,0.0005301074706949
AUS,2008,0.0032629480992908003,1.886642927129287,0.1699841576628383,0.0032629475754218,0.082571227685548,1.8510128561174488,0.0032629473425912
AUS,2009,1.1494258291121306,1.7245446157695754,0.07734611742489458,0.004377609578243702,0.008755217424809484,2.2097444856772186,0.00437760948677456
AUS,2010,0.14097182181042925,0.0027278116516145337,0.0018185414567898999,0.0009092706022783333,0.001818541107543933,0.7039951762417328,0.48109216442874936
AUS,2011,0.1737523160991259,0.00259194438694965,0.3763614932249766,0.00086398149142035,0.00172796263359475,0.8216116952826267,0.12309058080427344
AUS,2012,0.34000356897595324,1.4207031952741085,0.4033891836355902,0.0044276566128243905,0.9622320411028336,0.21130020709242525,1.5579441107227465
AUS,2013,0.00203362229513,0.3900050931842995,0.4255967274657448,0.0020336227025835,0.0040672447066752,2.174230120552237,0.0020336223533376
AUS,2014,0.0054261827317529,0.6304358821944325,0.3630726042028976,1.170972377061844,0.9875869070237963,3.0197914145246596,0.8227146283315958
AUS,2015,4.218175601796247,2.09775660138361,0.012652715135896704,0.006326357476479384,0.19854923285726758,2.067355970866626,0.00632635759289456
AUS,2016,1.9761649585561827,0.987986000021919,0.05879135976041011,0.2598645947097489,0.014184984320308666,0.14997558829296898,0.21969912843390677
AUS,2017,0.5331017624994272,0.006158822487728584,1.6995672798608814,0.0020529406465355,0.004105881196058333,0.18062457234676188,0.9910553599960014
AUS,2018,0.0022522961022331,0.9191406193305733,0.16297443265793815,0.461692238645628,0.16882325188489591,1.4815863496740338,0.4035307642072438
AUS,2019,0.7031561305948774,3.270435235491909,0.07610686799452991,0.24017679290624214,2.0047643977956047,2.054088459548764,1.2917482802045661
AUS,2020,0.16236867714129982,0.13852900988034217,1.4024075672651326,0.0735220949320741,0.9912523084746981,0.5626806273862398,0.0025731000971667803
AUT,2000,0.956413209438324,0.0031804332975297,0.0021202885545789,0.0010601443937048,0.029804960940964402,0.006360865663736901,0.0010601443937048
AUT,2001,0.0004252938088029333,0.0012758831726386666,0.0008505877728263333,0.0004252939252182666,0.0008505874623854667,0.32908039648706694,0.0004252937699978333
AUT,2006,0.0009324982238467,0.8957989035407078,0.0018649964476933,0.0009324983111582,0.0018649964185895,1.0976735772273964,0.0009324982529505
AUT,2008,0.0004736666451208,0.0014209996443241499,0.4933686736039817,0.0004736668197438,0.0009473332902415999,0.00284199957968655,0.0004736666451208
AUT,2009,0.0010632189999644167,0.0031896570969060837,0.8184482864453456,0.0010632186119134165,0.0021264374178523336,0.006379310895378,0.0010632189029516667
